LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
3;N;X;19;T33;T35.-;T35;T35;Congelación participación de múltiples regiones del cuerpo y la congelación no especificado;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.0;T35.0;T350;Congelación superficial involucran múltiples regiones del cuerpo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.1;T35.1;T351;Congelación con necrosis de los tejidos que afectan a regiones múltiples del cuerpo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.2;T35.2;T352;Congelación no especificado de la cabeza y el cuello;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.3;T35.3;T353;Congelación no especificado de tórax, abdomen, región lumbar y la pelvis;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.4;T35.4;T354;Congelación no especificado de miembro superior;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.5;T35.5;T355;Congelación no especificado de miembros inferiores;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.6;T35.6;T356;Congelación sin especificar la participación de múltiples regiones del cuerpo;287;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T33;T35.7;T35.7;T357;Congelación no especificado de sitio no especificado;287;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T36.-;T36;T36;Envenenamiento por antibióticos sistémicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.0;T36.0;T360;Envenenamiento: penicilinas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.1;T36.1;T361;Envenenamiento: cefalosporinas y otros antibióticos beta-lactámicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.2;T36.2;T362;Envenenamiento: grupo de cloranfenicol;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.3;T36.3;T363;Envenenamiento: Los macrólidos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.4;T36.4;T364;Envenenamiento: Las tetraciclinas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.5;T36.5;T365;Envenenamiento: aminoglucósidos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.6;T36.6;T366;Envenenamiento: rifamicinas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.7;T36.7;T367;Envenenamiento: antibióticos antifúngicos, utilizados sistemáticamente;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.8;T36.8;T368;Envenenamiento: Otros antibióticos sistémicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T36.9;T36.9;T369;Envenenamiento: antibióticos sistémicos, no especificados;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T37.-;T37;T37;Envenenamiento por otros antiinfecciosos sistémicos y antiparasitarios;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.0;T37.0;T370;Intoxicación por: sulfonamidas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.1;T37.1;T371;Envenenamiento: fármacos antimicobacterianos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.2;T37.2;T372;Envenenamiento: antipalúdicos y fármacos que actúan sobre la sangre otros protozoos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.3;T37.3;T373;Envenenamiento: Otros fármacos antiprotozoario;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.4;T37.4;T374;Envenenamiento: antihelmínticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.5;T37.5;T375;Envenenamiento: Los medicamentos antivirales;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.8;T37.8;T378;Envenenamiento: Otros especificado sistémicos antiinfecciosos y antiparasitarios;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T37.9;T37.9;T379;Envenenamiento: sistémica anti-infecciosos y antiparasitarios, no especificada;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T38.-;T38;T38;La intoxicación por hormonas y sus sustitutos sintéticos y antagonistas, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.0;T38.0;T380;Envenenamiento: Los glucocorticoides y análogos sintéticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.1;T38.1;T381;Envenenamiento: Las hormonas tiroideas y sustitutos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.2;T38.2;T382;Envenenamiento: Los fármacos antitiroideos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.3;T38.3;T383;Envenenamiento: la insulina y antidiabéticos orales [antidiabéticas] las drogas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.4;T38.4;T384;Envenenamiento: Los anticonceptivos orales;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.5;T38.5;T385;Envenenamiento: otros estrógenos y progestágenos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.6;T38.6;T386;Envenenamiento: Antigonadotrophins, antiestrógenos, antiandrógenos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.7;T38.7;T387;Envenenamiento: Los andrógenos y congéneres anabólicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.8;T38.8;T388;Envenenamiento: Otras hormonas y no especificadas y sus sustitutos sintéticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T38.9;T38.9;T389;Envenenamiento: Otros antagonistas de la hormona y no especificadas;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T39.-;T39;T39;Envenenamiento por analgésicos no opiáceos, antipiréticos y antirreumáticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.0;T39.0;T390;Envenenamiento: Los salicilatos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.1;T39.1;T391;Envenenamiento: 4-aminofenol derivados;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.2;T39.2;T392;Envenenamiento: Derivados de pirazolona;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.3;T39.3;T393;Envenenamiento: otros medicamentos anti-inflamatorios no esteroideos [AINE];284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.4;T39.4;T394;Envenenamiento: antirreumáticos no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.8;T39.8;T398;Envenenamiento: Otros analgésicos no opioides y antipiréticos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T39.9;T39.9;T399;Envenenamiento: analgésicos no opioides, antipiréticos y antirreumáticos no especificado,;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T40.-;T40;T40;La intoxicación por narcóticos y psicodislépticos [alucinógenos];284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.0;T40.0;T400;Envenenamiento: El opio;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.1;T40.1;T401;Envenenamiento: La heroína;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.2;T40.2;T402;Envenenamiento: Otros opioides;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.3;T40.3;T403;Envenenamiento: La metadona;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.4;T40.4;T404;Envenenamiento: Otros estupefacientes sintéticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.5;T40.5;T405;Envenenamiento: Cocaína;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.6;T40.6;T406;Envenenamiento: Otros narcóticos y no especificadas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.7;T40.7;T407;Envenenamiento: El cannabis (derivados);284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.8;T40.8;T408;Envenenamiento: Lisergida [LSD];284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T40.9;T40.9;T409;Envenenamiento: psicodislépticos otros y no especificados [alucinógenos];284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T41.-;T41;T41;La intoxicación por anestésicos y gases terapéuticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.0;T41.0;T410;Envenenamiento: anestésicos inhalados;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.1;T41.1;T411;Envenenamiento: anestésicos por vía intravenosa;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.2;T41.2;T412;Envenenamiento: Otros anestésicos generales y no especificadas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.3;T41.3;T413;Envenenamiento: Los anestésicos locales;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.4;T41.4;T414;Envenenamiento: anestesia, sin especificar;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T41.5;T41.5;T415;Envenenamiento: gases terapéuticos;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T42.-;T42;T42;La intoxicación por fármacos antiepilépticos, hipnóticos-sedantes y antiparkinsonianos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.0;T42.0;T420;Envenenamiento: derivados de la hidantoína;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.1;T42.1;T421;Envenenamiento: Iminostilbenes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.2;T42.2;T422;Envenenamiento: Succinimidas y oxazolidinediones;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.3;T42.3;T423;Envenenamiento: Los barbitúricos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.4;T42.4;T424;Envenenamiento: Las benzodiazepinas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.5;T42.5;T425;Envenenamiento: antiepilépticos mixtos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.6;T42.6;T426;Envenenamiento: antiepilépticos y otros fármacos sedantes e hipnóticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.7;T42.7;T427;Envenenamiento: Los fármacos antiepilépticos y sedantes hipnóticos, no especificados;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T42.8;T42.8;T428;Envenenamiento: fármacos antiparkinsonianos y otros depresores del tono muscular-;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T43.-;T43;T43;La intoxicación por drogas psicotrópicas no clasificadas en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.0;T43.0;T430;Envenenamiento: los antidepresivos tricíclicos y tetracíclicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.1;T43.1;T431;Envenenamiento: la monoamino-oxidasa inhibidor de los antidepresivos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.2;T43.2;T432;Envenenamiento: Otros antidepresivos y la no especificada;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.3;T43.3;T433;Envenenamiento: antipsicóticos y neurolépticos fenotiazínicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.4;T43.4;T434;Envenenamiento: butirofenonas y neurolépticos tioxanteno;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.5;T43.5;T435;Envenenamiento: otros antipsicóticos y neurolépticos y no especificadas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.6;T43.6;T436;Envenenamiento: Los psicoestimulantes con potencial de abuso;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.8;T43.8;T438;Envenenamiento: Otros fármacos psicotrópicos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T43.9;T43.9;T439;Envenenamiento: drogas psicotrópicas, sin especificar;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T44.-;T44;T44;Envenenamiento por drogas que afectan principalmente el sistema nervioso autónomo;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.0;T44.0;T440;Envenenamiento: anticolinesterásicos agentes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.1;T44.1;T441;Envenenamiento: otros parasimpaticomiméticos [colinérgicos];284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.2;T44.2;T442;Envenenamiento: fármacos bloqueadores ganglionares, no clasificadas en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.3;T44.3;T443;Envenenamiento: Otros parasympatholytics [anticolinérgicos y antimuscarínicos] y espasmolíticos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.4;T44.4;T444;Envenenamiento: Predomina los receptores adrenérgicos alfa-adrenérgicos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.5;T44.5;T445;Envenenamiento: Predomina los receptores adrenérgicos beta-agonistas no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.6;T44.6;T446;Envenenamiento: los receptores adrenérgicos alfa-antagonistas, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.7;T44.7;T447;Envenenamiento: antagonistas beta-adrenérgicos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.8;T44.8;T448;Envenenamiento: adrenérgicos de acción central y las neuronas de bloqueo de los agentes no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T44.9;T44.9;T449;Envenenamiento: Otros medicamentos y no especificado que afecta principalmente el sistema nervioso autónomo;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T45.-;T45;T45;Envenenamiento por agentes principalmente sistémicos y hematológicos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.0;T45.0;T450;Envenenamiento: fármacos antialérgicos y antieméticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.1;T45.1;T451;Envenenamiento: Los medicamentos antineoplásicos e inmunosupresores;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.2;T45.2;T452;Envenenamiento: Las vitaminas no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.3;T45.3;T453;Envenenamiento: Las enzimas no clasificadas en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.4;T45.4;T454;Envenenamiento: El hierro y sus compuestos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.5;T45.5;T455;Envenenamiento: anticoagulantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.6;T45.6;T456;Envenenamiento: afecta la fibrinólisis-drogas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.7;T45.7;T457;Envenenamiento: antagonistas de anticoagulantes, vitamina K y otros coagulantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.8;T45.8;T458;Envenenamiento: Otros agentes principalmente sistémicos y hematológicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T45.9;T45.9;T459;Envenenamiento: En primer agente sistémico y hematológicos, no especificados;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T46.-;T46;T46;Envenenamiento por agentes que afectan principalmente el sistema cardiovascular;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.0;T46.0;T460;Envenenamiento: Cardio-glucósidos estimulantes y drogas de acción similar;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.1;T46.1;T461;Envenenamiento: antagonistas del calcio;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.2;T46.2;T462;Envenenamiento: Otros fármacos antiarrítmicos no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.3;T46.3;T463;Envenenamiento: vasodilatadores coronarios, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.4;T46.4;T464;Envenenamiento: Inhibidores de la enzima convertidora de angiotensina;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.5;T46.5;T465;Envenenamiento: Otros fármacos antihipertensivos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.6;T46.6;T466;Envenenamiento: las drogas y Antihyperlipidaemic antiarteriosclerotic;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.7;T46.7;T467;Envenenamiento: vasodilatadores periféricos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.8;T46.8;T468;Envenenamiento: antivaricoso drogas, incluidos los agentes esclerosantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T46.9;T46.9;T469;Envenenamiento: Otros agentes y los no especificados que afectan principalmente el sistema cardiovascular;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T47.-;T47;T47;Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.0;T47.0;T470;Envenenamiento: H2 de la histamina-antagonistas de los receptores;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.1;T47.1;T471;Envenenamiento: otros antiácidos y medicamentos contra la secreción gástrica-;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.2;T47.2;T472;Envenenamiento: Los laxantes estimulantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.3;T47.3;T473;Envenenamiento: Los laxantes salinos y osmóticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.4;T47.4;T474;Envenenamiento: Otros laxantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.5;T47.5;T475;Envenenamiento: Digestants;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.6;T47.6;T476;Envenenamiento: Los medicamentos antidiarreicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.7;T47.7;T477;Envenenamiento: Eméticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.8;T47.8;T478;Envenenamiento: Otros agentes que afectan principalmente el sistema gastrointestinal;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T47.9;T47.9;T479;Envenenamiento: El agente que afecta principalmente el sistema gastrointestinal, sin especificar;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T48.-;T48;T48;Envenenamiento por agentes que actúan principalmente sobre los músculos lisos y esqueléticos y el sistema respiratorio;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.0;T48.0;T480;Envenenamiento: Los fármacos oxitócicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.1;T48.1;T481;Envenenamiento: Relajantes musculares [agentes bloqueadores neuromusculares];284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.2;T48.2;T482;Envenenamiento: Otros agentes y no especificadas principalmente actuando sobre los músculos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.3;T48.3;T483;Envenenamiento: antitusivos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.4;T48.4;T484;Envenenamiento: Expectorantes;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.5;T48.5;T485;Envenenamiento: Anti-common-frío drogas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.6;T48.6;T486;Envenenamiento: antiasmáticos, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T48.7;T48.7;T487;Envenenamiento: Otros agentes y no especificadas principalmente actúan sobre el sistema respiratorio;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T49.-;T49;T49;Envenenamiento por agentes tópicos que afectan principalmente a la membrana de piel y mucosas y por drogas oftalmológicas, otorrinolaringológicas y dentales;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.0;T49.0;T490;Envenenamiento: antimicóticos locales, antiinfecciosos y antiinflamatorios no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.1;T49.1;T491;Envenenamiento: Antipruriginosos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.2;T49.2;T492;Envenenamiento: astringentes locales y detergentes locales;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.3;T49.3;T493;Envenenamiento: emolientes, demulcentes y protectores;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.4;T49.4;T494;Envenenamiento: queratolíticos, keratoplastics y otros medicamentos de tratamiento del cabello y preparaciones;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.5;T49.5;T495;Envenenamiento: fármacos oftalmológicos y los preparativos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.6;T49.6;T496;Envenenamiento: drogas otorrinolaringológica y preparaciones;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.7;T49.7;T497;Envenenamiento: drogas dental, aplicación tópica;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.8;T49.8;T498;Envenenamiento: Otros agentes tópicos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T49.9;T49.9;T499;Envenenamiento: agente tópico, no especificada;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T36;T50.-;T50;T50;Envenenamiento por diuréticos y otras drogas no especificadas, medicamentos y sustancias biológicas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.0;T50.0;T500;Envenenamiento: mineralocorticoides y sus antagonistas;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.1;T50.1;T501;Envenenamiento: Loop [de techo alto] diuréticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.2;T50.2;T502;Envenenamiento:-inhibidores de la anhidrasa carbónica, benzothiadiazides y otros diuréticos;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.3;T50.3;T503;Envenenamiento: agentes electrolíticos, calóricos y el agua de la balanza;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.4;T50.4;T504;Envenenamiento: Medicamentos que afectan el metabolismo del ácido úrico;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.5;T50.5;T505;Envenenamiento: depresores del apetito;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.6;T50.6;T506;Envenenamiento: Antídotos y agentes quelantes, no clasificados en otra parte;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.7;T50.7;T507;Envenenamiento: analépticos y los antagonistas de los receptores opioides;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.8;T50.8;T508;Envenenamiento: Agentes de diagnóstico;284;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T36;T50.9;T50.9;T509;Envenenamiento: Otros medicamentos y no se especifica, medicamentos y sustancias biológicas;284;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T51;T51.-;T51;T51;Efecto tóxico del alcohol;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.0;T51.0;T510;Efecto tóxico: Etanol;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.1;T51.1;T511;Efecto tóxico: metanol;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.2;T51.2;T512;Efecto tóxico: 2-propanol;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.3;T51.3;T513;Efecto tóxico: el aceite de fusel;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.8;T51.8;T518;Efecto tóxico: Otros alcoholes;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T51.9;T51.9;T519;Efecto tóxico: Alcohol, no especificado;285;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T51;T52.-;T52;T52;Efecto tóxico de disolventes orgánicos;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.0;T52.0;T520;Efecto tóxico: Productos derivados del petróleo;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.1;T52.1;T521;Efecto tóxico: benceno;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.2;T52.2;T522;Efecto tóxico: homólogos del benceno;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.3;T52.3;T523;Efecto tóxico: Glicoles;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.4;T52.4;T524;Efecto tóxico: cetonas;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.8;T52.8;T528;Efecto tóxico: Otros disolventes orgánicos;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T52.9;T52.9;T529;Efecto tóxico: no especificado Orgánica solvente,;285;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;19;T51;T53.-;T53;T53;Efecto tóxico de los derivados halógenos de los hidrocarburos alifáticos y aromáticos;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T53.0;T53.0;T530;Efecto tóxico: El tetracloruro de carbono;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T53.1;T53.1;T531;Efecto tóxico: Cloroformo;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T53.2;T53.2;T532;Tóxicos efecto: Tricloroetileno;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T53.3;T53.3;T533;Efecto tóxico: tetracloroetileno;285;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;19;T51;T53.4;T53.4;T534;Efecto tóxico: cloruro de metileno;285;UNDEF;UNDEF;UNDEF;UNDEF
